source,section,case,face,arm_label,arm_id,run_tag,republished,status,detail,unscored_cause
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-641195e2,build,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,pass,✓ 8/8,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-641195e2,build,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,pass,✓ 8/8,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-6fbeb363,ops,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,pass,✓ 6/6,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-6fbeb363,ops,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,pass,✓ 6/6,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-6fbeb363,ops,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,pass,✓ 6/6,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-77d62143,build,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,pass,✓ 8/8,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-77d62143,build,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,pass,✓ 8/8,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-77d62143,build,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,pass,✓ 8/8,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-791e90ac,text,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,fail,✗ no code,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-791e90ac,text,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,pass,✓ 6/6,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-791e90ac,text,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,pass,✓ 6/6,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-87c472cb,build,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,fail,✗ 6/8,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-87c472cb,build,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,fail,✗ 6/8,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-87c472cb,build,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,fail,✗ 6/8,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-8c909d0a,ops,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,pass,✓ 7/7,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-8c909d0a,ops,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,pass,✓ 7/7,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-8c909d0a,ops,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,pass,✓ 7/7,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-8d4bc770,ops,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,pass,✓ 5/5,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-8d4bc770,ops,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,pass,✓ 5/5,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-8d4bc770,ops,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,pass,✓ 5/5,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-984e80ee,ops,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,pass,✓ 5/5,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-984e80ee,ops,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,pass,✓ 5/5,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-984e80ee,ops,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,pass,✓ 5/5,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-a317e74b,verify,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,fail,✗ 7/15,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-a317e74b,verify,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,fail,✗ 13/15,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-a317e74b,verify,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,fail,✗ 7/15,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-a5608487,ops,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,pass,✓ 5/5,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-a5608487,ops,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,pass,✓ 5/5,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-a5608487,ops,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,pass,✓ 5/5,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-be92627f,verify,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,fail,✗ 4/9,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-be92627f,verify,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,fail,✗ 8/9,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-be92627f,verify,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,fail,✗ 7/9,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-cdc3d11a,review,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,fail,✗ -2,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-cdc3d11a,review,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,fail,✗ -2,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-cdc3d11a,review,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,fail,✗ -2,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-d511f9e8,verify,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,fail,✗ 4/12,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-d511f9e8,verify,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,fail,✗ 4/12,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-d511f9e8,verify,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,fail,✗ 4/12,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-d9b79b46,ui-build,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,fail,✗,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-d9b79b46,ui-build,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,pass,✓ 12/12,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-d9b79b46,ui-build,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,fail,✗ 未交付,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-ea80d793,vision,v4.1-flash-exp 预览 @ 官方,deepseek-v4.1-flash-exp@deepseek-official,primary,1,fail,✗ -1.0(1/5),
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-ea80d793,vision,v4.1-flash @ CommandCode,deepseek-v4.1-flash@commandcode,primary,0,fail,✗ -1.0,
amber-commandcode/results/2026-W37.md,Full matrix (same-name cross-vendor),A-ea80d793,vision,v4.1-flash @ OpenCode Go,deepseek-v4.1-flash@opencode-go,primary,1,fail,✗ -2,
amber-crof/results/2026-W36.md,Full matrix,A-0676097b,req-drift,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,fail,✗ 2/4,
amber-crof/results/2026-W36.md,Full matrix,A-0676097b,req-drift,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓ 4/4,
amber-crof/results/2026-W36.md,Full matrix,A-0676097b,req-drift,g53f,glm-5.3-flash@crof,primary,0,pass,✓ 4/4,
amber-crof/results/2026-W36.md,Full matrix,A-0676097b,req-drift,q35,qwen3.5-9b@crof,primary,0,fail,✗ 1/4,
amber-crof/results/2026-W36.md,Full matrix,A-0676097b,req-drift,q38,qwen3.8-27b@crof,primary,0,pass,✓ 4/4,
amber-crof/results/2026-W36.md,Full matrix,A-13854d9d,text,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓ 5/5,
amber-crof/results/2026-W36.md,Full matrix,A-13854d9d,text,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓ 5/5,
amber-crof/results/2026-W36.md,Full matrix,A-13854d9d,text,g53f,glm-5.3-flash@crof,primary,0,pass,✓ 5/5,
amber-crof/results/2026-W36.md,Full matrix,A-13854d9d,text,q35,qwen3.5-9b@crof,primary,0,fail,✗ 4/5,
amber-crof/results/2026-W36.md,Full matrix,A-13854d9d,text,q38,qwen3.8-27b@crof,primary,0,pass,✓ 5/5,
amber-crof/results/2026-W36.md,Full matrix,A-1fd3683a,text,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓ 2/2,
amber-crof/results/2026-W36.md,Full matrix,A-1fd3683a,text,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓ 2/2,
amber-crof/results/2026-W36.md,Full matrix,A-1fd3683a,text,g53f,glm-5.3-flash@crof,primary,0,fail,✗ exec,
amber-crof/results/2026-W36.md,Full matrix,A-1fd3683a,text,q35,qwen3.5-9b@crof,primary,0,fail,✗ 1/2,
amber-crof/results/2026-W36.md,Full matrix,A-1fd3683a,text,q38,qwen3.8-27b@crof,primary,0,pass,✓ 2/2,
amber-crof/results/2026-W36.md,Full matrix,A-24bcf707,ops,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-24bcf707,ops,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-24bcf707,ops,g53f,glm-5.3-flash@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-24bcf707,ops,q35,qwen3.5-9b@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-24bcf707,ops,q38,qwen3.8-27b@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-442d4aab,build,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓ 7/7,
amber-crof/results/2026-W36.md,Full matrix,A-442d4aab,build,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓ 7/7,
amber-crof/results/2026-W36.md,Full matrix,A-442d4aab,build,g53f,glm-5.3-flash@crof,primary,0,fail,✗ 1/7,
amber-crof/results/2026-W36.md,Full matrix,A-442d4aab,build,q35,qwen3.5-9b@crof,primary,0,pass,✓ 7/7,
amber-crof/results/2026-W36.md,Full matrix,A-442d4aab,build,q38,qwen3.8-27b@crof,primary,0,pass,✓ 7/7,
amber-crof/results/2026-W36.md,Full matrix,A-47eea242,review,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓ 3,
amber-crof/results/2026-W36.md,Full matrix,A-47eea242,review,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓ 3,
amber-crof/results/2026-W36.md,Full matrix,A-47eea242,review,g53f,glm-5.3-flash@crof,primary,0,pass,✓ 3,
amber-crof/results/2026-W36.md,Full matrix,A-47eea242,review,q35,qwen3.5-9b@crof,primary,0,pass,✓ 3,
amber-crof/results/2026-W36.md,Full matrix,A-47eea242,review,q38,qwen3.8-27b@crof,primary,0,pass,✓ 4,
amber-crof/results/2026-W36.md,Full matrix,A-569dbe0d,build,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓ 10/10,
amber-crof/results/2026-W36.md,Full matrix,A-569dbe0d,build,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓ 10/10,
amber-crof/results/2026-W36.md,Full matrix,A-569dbe0d,build,g53f,glm-5.3-flash@crof,primary,0,pass,✓ 10/10,
amber-crof/results/2026-W36.md,Full matrix,A-569dbe0d,build,q35,qwen3.5-9b@crof,primary,0,pass,✓ 10/10,
amber-crof/results/2026-W36.md,Full matrix,A-569dbe0d,build,q38,qwen3.8-27b@crof,primary,0,pass,✓ 10/10,
amber-crof/results/2026-W36.md,Full matrix,A-61f7ad01,build,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓ 7/7,
amber-crof/results/2026-W36.md,Full matrix,A-61f7ad01,build,d4f,deepseek-v4-flash:0731@crof,primary,0,fail,✗ 5/7,
amber-crof/results/2026-W36.md,Full matrix,A-61f7ad01,build,g53f,glm-5.3-flash@crof,primary,0,pass,✓ 7/7,
amber-crof/results/2026-W36.md,Full matrix,A-61f7ad01,build,q35,qwen3.5-9b@crof,primary,0,pass,✓ 7/7,
amber-crof/results/2026-W36.md,Full matrix,A-61f7ad01,build,q38,qwen3.8-27b@crof,primary,0,pass,✓ 7/7,
amber-crof/results/2026-W36.md,Full matrix,A-641195e2,build,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓ 8/8,
amber-crof/results/2026-W36.md,Full matrix,A-641195e2,build,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓ 8/8,
amber-crof/results/2026-W36.md,Full matrix,A-641195e2,build,g53f,glm-5.3-flash@crof,primary,0,pass,✓ 8/8,
amber-crof/results/2026-W36.md,Full matrix,A-641195e2,build,q35,qwen3.5-9b@crof,primary,0,fail,✗ 3/8,
amber-crof/results/2026-W36.md,Full matrix,A-641195e2,build,q38,qwen3.8-27b@crof,primary,0,pass,✓ 8/8,
amber-crof/results/2026-W36.md,Full matrix,A-77d62143,build,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓ 8/8,
amber-crof/results/2026-W36.md,Full matrix,A-77d62143,build,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓ 8/8,
amber-crof/results/2026-W36.md,Full matrix,A-77d62143,build,g53f,glm-5.3-flash@crof,primary,0,pass,✓ 8/8,
amber-crof/results/2026-W36.md,Full matrix,A-77d62143,build,q35,qwen3.5-9b@crof,primary,0,pass,✓ 8/8,
amber-crof/results/2026-W36.md,Full matrix,A-77d62143,build,q38,qwen3.8-27b@crof,primary,0,pass,✓ 8/8,
amber-crof/results/2026-W36.md,Full matrix,A-791e90ac,text,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓ 6/6,
amber-crof/results/2026-W36.md,Full matrix,A-791e90ac,text,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓ 6/6,
amber-crof/results/2026-W36.md,Full matrix,A-791e90ac,text,g53f,glm-5.3-flash@crof,primary,0,pass,✓ 6/6,
amber-crof/results/2026-W36.md,Full matrix,A-791e90ac,text,q35,qwen3.5-9b@crof,primary,0,pass,✓ 6/6,
amber-crof/results/2026-W36.md,Full matrix,A-791e90ac,text,q38,qwen3.8-27b@crof,primary,0,pass,✓ 6/6,
amber-crof/results/2026-W36.md,Full matrix,A-87c472cb,build,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,fail,✗ 6/8,
amber-crof/results/2026-W36.md,Full matrix,A-87c472cb,build,d4f,deepseek-v4-flash:0731@crof,primary,0,fail,✗ 6/8,
amber-crof/results/2026-W36.md,Full matrix,A-87c472cb,build,g53f,glm-5.3-flash@crof,primary,0,fail,✗ 6/8,
amber-crof/results/2026-W36.md,Full matrix,A-87c472cb,build,q35,qwen3.5-9b@crof,primary,0,fail,✗ 6/8,
amber-crof/results/2026-W36.md,Full matrix,A-87c472cb,build,q38,qwen3.8-27b@crof,primary,0,fail,✗ 6/8,
amber-crof/results/2026-W36.md,Full matrix,A-8d4bc770,ops,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-8d4bc770,ops,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-8d4bc770,ops,g53f,glm-5.3-flash@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-8d4bc770,ops,q35,qwen3.5-9b@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-8d4bc770,ops,q38,qwen3.8-27b@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-984e80ee,ops,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,fail,✗,
amber-crof/results/2026-W36.md,Full matrix,A-984e80ee,ops,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-984e80ee,ops,g53f,glm-5.3-flash@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-984e80ee,ops,q35,qwen3.5-9b@crof,primary,0,invalid_or_pending,∅,model_delivery_budget_burn
amber-crof/results/2026-W36.md,Full matrix,A-984e80ee,ops,q38,qwen3.8-27b@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-a317e74b,verify,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,fail,✗ 7/15,
amber-crof/results/2026-W36.md,Full matrix,A-a317e74b,verify,d4f,deepseek-v4-flash:0731@crof,primary,0,fail,✗ 9/15,
amber-crof/results/2026-W36.md,Full matrix,A-a317e74b,verify,g53f,glm-5.3-flash@crof,primary,0,fail,✗ 8/15,
amber-crof/results/2026-W36.md,Full matrix,A-a317e74b,verify,q35,qwen3.5-9b@crof,primary,0,fail,✗ 7/15,
amber-crof/results/2026-W36.md,Full matrix,A-a317e74b,verify,q38,qwen3.8-27b@crof,primary,0,pass,✓ 15/15,
amber-crof/results/2026-W36.md,Full matrix,A-a5608487,ops,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-a5608487,ops,d4f,deepseek-v4-flash:0731@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-a5608487,ops,g53f,glm-5.3-flash@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-a5608487,ops,q35,qwen3.5-9b@crof,primary,0,fail,✗,
amber-crof/results/2026-W36.md,Full matrix,A-a5608487,ops,q38,qwen3.8-27b@crof,primary,0,fail,✗,
amber-crof/results/2026-W36.md,Full matrix,A-be92627f,verify,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,fail,✗ 0/9,
amber-crof/results/2026-W36.md,Full matrix,A-be92627f,verify,d4f,deepseek-v4-flash:0731@crof,primary,0,fail,✗ 4/9,
amber-crof/results/2026-W36.md,Full matrix,A-be92627f,verify,g53f,glm-5.3-flash@crof,primary,0,fail,✗ 4/9,
amber-crof/results/2026-W36.md,Full matrix,A-be92627f,verify,q35,qwen3.5-9b@crof,primary,0,fail,✗ 1/9,
amber-crof/results/2026-W36.md,Full matrix,A-be92627f,verify,q38,qwen3.8-27b@crof,primary,0,fail,✗ 3/9,
amber-crof/results/2026-W36.md,Full matrix,A-cdc3d11a,review,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,fail,✗ 0,
amber-crof/results/2026-W36.md,Full matrix,A-cdc3d11a,review,d4f,deepseek-v4-flash:0731@crof,primary,0,fail,✗ -12,
amber-crof/results/2026-W36.md,Full matrix,A-cdc3d11a,review,g53f,glm-5.3-flash@crof,primary,0,fail,✗ -2,
amber-crof/results/2026-W36.md,Full matrix,A-cdc3d11a,review,q35,qwen3.5-9b@crof,primary,0,fail,✗ -3,
amber-crof/results/2026-W36.md,Full matrix,A-cdc3d11a,review,q38,qwen3.8-27b@crof,primary,0,fail,✗ -2,
amber-crof/results/2026-W36.md,Full matrix,A-d511f9e8,verify,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,fail,✗ 4/12,
amber-crof/results/2026-W36.md,Full matrix,A-d511f9e8,verify,d4f,deepseek-v4-flash:0731@crof,primary,0,fail,✗ 4/12,
amber-crof/results/2026-W36.md,Full matrix,A-d511f9e8,verify,g53f,glm-5.3-flash@crof,primary,0,fail,✗ 4/12,
amber-crof/results/2026-W36.md,Full matrix,A-d511f9e8,verify,q35,qwen3.5-9b@crof,primary,0,fail,✗ 4/12,
amber-crof/results/2026-W36.md,Full matrix,A-d511f9e8,verify,q38,qwen3.8-27b@crof,primary,0,fail,✗ 4/12,
amber-crof/results/2026-W36.md,Full matrix,A-d9b79b46,ui-build,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,fail,✗,
amber-crof/results/2026-W36.md,Full matrix,A-d9b79b46,ui-build,d4f,deepseek-v4-flash:0731@crof,primary,0,fail,✗,
amber-crof/results/2026-W36.md,Full matrix,A-d9b79b46,ui-build,g53f,glm-5.3-flash@crof,primary,0,pass,✓,
amber-crof/results/2026-W36.md,Full matrix,A-d9b79b46,ui-build,q35,qwen3.5-9b@crof,primary,0,fail,✗,
amber-crof/results/2026-W36.md,Full matrix,A-d9b79b46,ui-build,q38,qwen3.8-27b@crof,primary,0,fail,✗,
amber-crof/results/2026-W36.md,Full matrix,A-ea80d793,vision,d4fv,deepseek-v4-flash-vision-exp@crof,primary,0,fail,✗ -3,
amber-crof/results/2026-W36.md,Full matrix,A-ea80d793,vision,d4f,deepseek-v4-flash:0731@crof,primary,0,fail,✗ blank,
amber-crof/results/2026-W36.md,Full matrix,A-ea80d793,vision,g53f,glm-5.3-flash@crof,primary,0,fail,✗ -2,
amber-crof/results/2026-W36.md,Full matrix,A-ea80d793,vision,q35,qwen3.5-9b@crof,primary,0,fail,✗ -3,
amber-crof/results/2026-W36.md,Full matrix,A-ea80d793,vision,q38,qwen3.8-27b@crof,primary,0,fail,✗ -2,
